Address,tenure,room,space,construction,material,vehicle,motorcycle,cookingfuel,heatingfuel,waterheatingfuel,facilities
20003386807,4,2,50.0,3,7,0,0,2,4,3,1
20003386811,4,1,20.0,3,7,0,0,4,5,4,3
20003386814,4,2,60.0,3,7,0,0,3,3,4,5
20003386816,4,3,50.0,3,7,0,0,2,4,3,2
20003386820,4,2,45.0,3,3,0,0,4,4,5,5
20003386823,4,3,45.0,3,4,0,0,2,4,3,5
20003386909,4,3,90.0,3,1,0,0,3,3,4,7
20003386912,4,3,100.0,3,4,0,0,3,3,4,8
20003386914,4,2,60.0,3,7,1,0,3,3,4,7
20003386917,4,4,100.0,3,4,1,0,3,3,4,8
20003386920,5,3,50.0,3,4,0,0,3,3,4,4
20003386923,4,3,100.0,3,3,0,0,3,3,4,8
20003387007,4,2,35.0,3,7,0,0,3,3,4,3
20003387008,4,3,120.0,3,7,0,0,3,3,4,5
20003387014,4,2,80.0,3,7,0,0,3,3,4,4
20003387017,4,3,50.0,3,7,0,0,3,3,4,7
20003387020,4,3,65.0,3,3,0,0,3,3,4,6
20003387023,4,3,55.0,3,7,0,0,3,3,4,3
20003387108,4,4,80.0,3,7,0,1,3,3,4,5
20003387111,4,4,70.0,3,7,0,0,3,3,4,6
20003387113,4,3,60.0,3,3,0,1,3,3,4,8
20003387116,4,3,60.0,3,3,0,0,3,3,4,3
20003387120,4,4,75.0,3,7,0,0,3,3,4,8
20003387123,4,5,150.0,3,4,0,0,3,3,4,5
20004387209,4,5,120.0,3,4,0,0,3,3,4,4
20004387211,4,4,90.0,3,4,0,1,3,3,4,8
20004387214,4,4,200.0,3,4,1,0,3,3,4,8
20004387215,4,4,100.0,3,7,0,0,3,3,4,6
20004387220,4,4,100.0,3,4,0,0,3,3,4,6
20004387223,4,2,60.0,3,1,0,0,3,3,4,5
20004387307,4,3,40.0,3,3,0,0,3,3,4,6
20004387308,4,5,100.0,3,7,0,0,3,3,4,4
20004387314,4,3,70.0,3,7,0,1,3,3,4,5
20004387317,4,5,120.0,3,7,0,0,3,3,4,7
20004387320,4,3,60.0,3,4,0,0,3,3,4,4
20004387323,4,4,110.0,3,1,1,0,3,3,4,7
20004387408,4,4,90.0,3,7,1,0,3,3,4,8
20004387411,4,4,170.0,3,4,0,0,3,3,4,8
20004387414,4,3,70.0,3,3,0,1,3,3,4,6
20004387417,4,3,45.0,3,1,0,0,3,3,4,5
20004387420,4,3,80.0,1,4,0,1,3,3,4,7
20004387423,4,3,70.0,3,7,0,1,3,3,4,3
20004387510,4,5,200.0,3,4,1,1,3,3,4,10
20004387511,4,4,90.0,3,4,0,0,3,3,4,8
20004387513,4,3,70.0,3,4,0,0,3,3,4,5
20004387514,4,3,120.0,3,4,0,1,3,3,4,8
20004387520,4,5,220.0,3,7,0,0,3,3,4,6
20004387523,4,4,110.0,3,4,1,0,3,3,4,8
20004387607,4,5,150.0,3,4,0,0,3,3,4,7
20004387608,4,4,110.0,3,4,0,1,3,3,4,4
20004387614,5,3,60.0,3,7,0,0,3,3,4,6
20004387617,4,4,120.0,3,4,0,0,3,3,4,7
20004387620,0,4,75.0,3,4,0,0,3,3,4,3
20004387623,4,3,70.0,3,4,1,0,3,3,4,9
20004387708,4,4,160.0,3,4,1,0,3,3,4,8
20004387710,4,4,200.0,3,7,1,0,3,3,4,8
20004387713,4,5,180.0,3,4,1,1,3,3,4,9
20004387714,4,4,110.0,3,4,0,0,3,3,4,9
20004387720,4,3,100.0,3,7,1,0,3,3,4,5
20004387723,4,4,120.0,3,4,1,0,3,3,4,5
20004387809,4,5,150.0,3,4,0,0,3,3,4,10
20004387811,4,4,100.0,3,4,1,1,3,3,4,8
20004387813,4,4,110.0,3,4,0,0,3,3,4,7
20004387817,4,3,100.0,3,4,0,1,3,3,4,8
20004387820,4,3,80.0,3,4,0,0,3,3,4,4
20004387823,4,3,75.0,3,7,0,0,3,3,4,6
20004387910,4,4,90.0,3,4,0,1,3,3,4,5
20004387912,4,3,85.0,3,4,0,0,3,3,4,8
20004387913,4,3,80.0,3,4,1,0,3,3,4,8
20004387918,4,4,130.0,3,4,0,1,3,3,4,6
20004387920,4,3,90.0,3,4,0,0,3,3,4,5
20004387923,4,4,120.0,3,4,0,0,3,3,4,5
20004388009,4,4,120.0,3,7,0,0,3,3,4,7
20004388011,4,4,100.0,3,7,0,1,3,3,4,6
20004388014,4,4,85.0,3,4,1,0,3,3,4,7
20004388018,4,4,100.0,3,4,0,1,3,3,4,9
20004388020,4,3,110.0,3,4,1,0,3,3,4,6
20004388023,4,4,75.0,3,3,1,0,3,3,4,7
20004388107,4,4,100.0,3,4,0,1,3,3,4,8
20004388109,4,4,200.0,3,4,0,0,3,3,4,6
20004388113,4,3,80.0,3,4,1,0,3,3,4,8
20004388114,4,4,200.0,3,4,0,0,3,3,4,5
20004388120,4,3,130.0,3,4,0,0,3,3,4,8
20004388123,4,4,180.0,3,1,1,0,3,3,4,6
20004388208,4,3,55.0,3,7,0,0,3,3,4,7
20004388211,4,3,70.0,3,7,1,0,3,3,4,2
20004388214,4,3,80.0,3,1,0,1,3,3,4,7
20004388217,0,1,25.0,3,7,0,0,3,3,4,3
20004388220,4,3,60.0,3,4,1,1,3,3,4,7
20004388223,4,2,50.0,3,7,0,0,3,3,4,5
20004388308,4,2,45.0,3,4,0,0,3,3,4,3
20004388311,4,3,80.0,3,1,0,0,3,3,4,5
20004388314,4,3,80.0,3,4,1,0,3,3,4,9
20004388317,4,4,80.0,3,7,0,1,3,3,4,6
20004388320,4,3,90.0,3,1,0,0,3,3,4,5
20004388323,4,3,30.0,3,3,0,0,3,3,4,5
20004388408,0,2,60.0,3,4,0,0,3,3,4,3
20004388411,4,4,115.0,3,4,0,1,3,3,4,6
20004388413,4,4,110.0,3,4,1,1,3,3,4,9
20004388418,4,4,100.0,3,4,1,1,3,3,4,7
20004388420,4,3,60.0,3,7,0,0,3,3,4,3
20004388423,4,3,75.0,3,7,0,0,3,3,4,4
20004388508,4,5,200.0,3,4,1,0,3,3,4,7
20004388509,0,3,47.0,3,4,1,0,3,3,4,7
20004388513,4,4,130.0,3,7,1,1,3,3,4,9
20004388514,4,4,96.0,3,4,0,0,3,3,4,5
20004388520,4,4,150.0,3,4,1,0,3,3,4,7
20004388523,4,3,120.0,3,4,1,0,3,3,4,8
20005388609,4,5,95.0,3,4,0,1,3,3,4,7
20005388610,4,3,120.0,3,4,1,1,3,3,4,7
20005388614,1,4,120.0,3,4,1,0,3,3,4,10
20005388616,0,3,100.0,3,4,0,1,3,3,4,6
20005388620,4,4,90.0,3,4,0,1,3,3,4,8
20005388623,4,4,110.0,3,4,0,0,3,3,4,7
20005388708,4,4,100.0,3,4,0,0,3,3,4,5
20005388712,4,3,94.0,3,4,1,1,3,3,4,9
20005388715,4,3,55.0,3,4,0,0,3,3,4,3
20005388716,4,5,178.0,3,4,0,0,3,3,4,5
20005388720,4,3,80.0,1,4,0,0,3,3,4,6
20005388723,4,3,150.0,3,4,0,0,3,3,4,5
20005388808,5,4,180.0,3,1,1,1,3,3,4,4
20005388811,4,4,150.0,3,4,0,0,3,3,4,8
20005388815,4,3,60.0,3,7,1,1,3,3,4,8
20005388818,4,4,100.0,3,4,1,1,3,3,4,7
20005388820,4,4,70.0,3,4,1,0,3,3,4,9
20005388823,4,4,90.0,3,4,1,1,3,3,4,9
20005388912,4,4,150.0,3,4,1,0,3,3,4,9
20005388915,4,4,80.0,3,3,0,0,3,3,4,7
20005388917,4,3,75.0,3,4,1,0,3,3,4,8
20005388920,4,4,100.0,3,4,0,0,3,3,4,6
20005389008,4,3,60.0,3,7,0,0,3,3,4,6
20005389011,4,3,60.0,3,4,0,0,3,3,4,4
20005389014,4,4,50.0,3,3,0,0,3,3,4,8
20005389018,4,4,80.0,3,7,0,0,3,3,4,7
20005389020,4,2,30.0,3,3,0,0,3,3,4,3
20005389023,4,3,40.0,3,7,0,0,3,3,4,3
20005389110,0,3,67.0,3,4,0,1,3,3,4,6
20005389111,4,3,40.0,3,4,1,0,3,3,4,5
20005389114,4,2,40.0,3,7,0,0,3,3,4,4
20005389117,4,1,12.0,3,7,0,0,3,3,4,4
20005389120,4,3,80.0,3,7,0,0,3,3,4,3
20005389123,4,4,120.0,3,4,1,0,3,3,4,6
20005389208,4,4,100.0,3,4,1,1,3,3,4,8
20005389210,0,4,100.0,3,1,0,1,3,3,4,7
20005389213,4,3,100.0,3,4,1,1,3,3,4,7
20005389214,4,4,60.0,3,7,0,0,3,3,4,6
20005389220,4,3,50.0,3,3,0,0,3,3,4,3
20005389223,4,3,70.0,3,1,0,0,3,3,4,4
20006389311,4,4,110.0,3,4,0,0,3,3,4,2
20006389312,0,3,90.0,3,4,0,0,2,4,3,5
20006389316,5,3,70.0,3,4,0,1,3,3,4,3
20006389320,4,2,40.0,3,7,1,0,3,3,4,2
20006389323,4,3,75.0,3,4,0,0,2,5,3,3
20006389411,6,4,90.0,1,4,1,1,3,3,4,7
20006389412,6,3,75.0,3,4,1,0,3,3,4,9
20006389414,6,4,75.0,3,4,1,1,3,3,4,10
20006389416,6,3,70.0,3,4,1,0,3,3,4,8
20006389420,6,2,50.0,3,4,1,0,3,3,4,8
20006389423,6,2,60.0,3,4,1,0,3,3,4,7
20006389508,4,3,45.0,3,7,0,0,2,4,3,4
20006389511,4,2,40.0,3,3,0,0,2,2,4,2
20006389514,4,4,60.0,3,7,0,0,2,4,4,2
20006389517,4,3,40.0,3,7,0,0,2,4,4,1
20006389520,4,2,40.0,3,3,0,0,3,3,4,3
20006389523,4,3,45.0,3,1,0,0,2,4,3,5
20006389607,4,3,90.0,3,4,1,0,3,3,4,8
20006389608,4,3,70.0,3,4,1,0,3,3,4,8
20006389616,4,4,112.0,3,4,0,0,3,3,4,5
20006389618,4,3,85.0,3,4,1,0,3,3,4,6
20006389620,4,4,112.0,3,4,1,1,3,3,4,6
20006389623,1,4,135.0,3,4,0,0,3,3,4,4
20006389710,4,4,150.0,3,4,0,0,3,3,4,8
20006389711,0,5,100.0,3,3,1,0,3,3,4,6
20006389717,5,4,70.0,3,3,0,0,3,3,4,4
20006389718,4,4,95.0,3,4,1,0,3,3,4,8
20006389720,4,4,65.0,3,4,1,0,3,3,4,9
20006389723,0,4,75.0,3,4,1,0,3,3,4,7
20006389808,4,3,60.0,3,4,1,1,3,3,4,7
20006389812,4,4,90.0,3,4,0,0,3,3,4,6
20006389814,4,3,60.0,3,4,1,0,3,3,4,8
20006389817,4,3,90.0,3,4,0,1,3,3,4,5
20006389820,4,3,75.0,3,4,1,0,3,3,4,8
20006389823,4,4,100.0,3,4,0,0,3,3,4,7
20006389909,0,3,44.0,3,4,0,0,3,3,4,4
20006389911,6,3,45.0,3,4,0,0,3,3,4,3
20006389914,6,3,65.0,3,1,1,0,3,3,4,7
20006389916,6,3,70.0,3,4,0,0,3,3,4,5
20006389920,4,3,100.0,3,4,0,0,3,3,4,6
20006389923,4,3,70.0,3,4,1,0,3,3,4,5
20006390008,4,4,120.0,3,4,0,0,3,3,4,7
20006390009,4,3,85.0,3,4,0,0,3,3,4,6
20006390017,0,3,90.0,3,4,0,0,3,3,4,8
20006390018,4,3,75.0,3,4,0,0,3,3,4,5
20006390020,4,5,120.0,3,4,1,0,3,3,4,8
20006390023,4,3,150.0,3,4,0,0,3,3,4,8
20006390110,4,3,100.0,3,4,1,0,3,3,4,9
20006390111,4,5,100.0,1,4,1,0,3,3,4,8
20006390113,4,3,90.0,3,4,0,0,3,3,4,7
20006390118,0,3,80.0,3,4,1,0,3,3,4,9
20006390120,4,4,100.0,3,4,1,0,3,3,4,9
20006390123,4,3,150.0,3,4,0,0,3,3,4,7
20006390209,0,2,55.0,3,4,0,0,3,3,4,5
20006390211,4,3,50.0,3,7,0,0,3,3,4,3
20006390213,4,5,150.0,3,4,0,0,3,3,4,6
20006390218,4,3,100.0,3,4,0,0,3,3,4,4
20006390220,4,4,110.0,3,4,1,1,3,3,4,10
20006390223,4,3,80.0,3,4,0,1,3,3,4,6
20006390308,4,3,50.0,3,7,0,0,3,3,4,3
20006390310,4,3,73.0,3,4,1,0,3,3,4,5
20006390314,4,2,43.0,3,1,0,0,3,3,4,2
20006390315,4,3,60.0,3,4,0,1,3,3,4,5
20006390320,4,2,40.0,3,7,1,1,3,3,4,5
20006390323,4,4,130.0,3,4,1,0,3,3,4,5
20006390407,4,3,80.0,3,7,0,0,3,3,4,5
20006390412,4,3,40.0,3,7,0,0,3,3,4,3
20006390414,4,2,40.0,3,7,0,0,3,3,4,3
20006390416,4,4,80.0,3,3,1,0,3,3,4,8
20006390420,4,5,100.0,3,7,0,0,3,3,4,6
20006390423,4,4,150.0,3,4,1,0,3,3,4,5
20006390508,0,1,20.0,3,3,0,0,2,0,4,2
20006390512,4,4,100.0,3,4,0,0,3,3,4,4
20006390516,4,2,85.0,3,3,0,0,3,3,4,4
20006390520,4,3,70.0,3,7,0,0,3,3,4,4
20006390523,4,4,100.0,3,6,1,0,3,3,4,5
20006390608,4,4,70.0,3,7,1,1,3,3,4,4
20006390611,4,4,100.0,3,7,1,0,3,3,4,2
20006390614,0,2,40.0,3,7,0,1,3,3,4,4
20006390617,4,2,40.0,3,4,0,1,3,3,4,6
20006390620,4,4,100.0,3,1,1,0,3,3,4,5
20006390623,4,2,50.0,3,4,0,0,3,3,4,3
20006390709,4,2,65.0,3,7,0,0,3,3,4,6
20006390712,4,5,75.0,3,7,0,0,3,3,4,5
20006390713,4,2,50.0,3,3,0,0,3,3,4,3
20006390715,4,4,80.0,3,3,0,0,3,3,4,5
20006390720,4,2,45.0,3,7,0,0,3,3,4,3
20006390723,4,3,50.0,3,3,1,0,3,3,4,6
20006390808,4,3,60.0,3,7,1,1,3,3,4,8
20006390810,4,3,100.0,3,7,0,0,3,3,4,7
20006390815,0,2,25.0,3,7,0,0,3,3,4,6
20006390816,4,2,30.0,3,7,0,0,3,3,4,5
20006390820,0,1,40.0,3,7,1,1,3,3,4,5
20006390823,4,2,60.0,3,7,0,1,3,3,4,6
20007390908,4,4,120.0,3,4,1,1,3,3,4,8
20007390912,4,4,120.0,3,4,1,1,3,3,4,7
20007390914,4,4,70.0,3,4,0,0,3,3,4,6
20007390917,4,3,80.0,3,4,0,1,3,3,4,7
20007390920,4,3,70.0,1,4,0,1,3,3,4,6
20007390923,5,3,80.0,2,4,0,1,3,3,4,6
20007391008,4,4,100.0,3,4,0,0,3,3,4,5
20007391009,4,5,100.0,3,4,0,1,3,3,4,5
20007391015,4,4,100.0,3,4,0,0,3,3,4,7
20007391017,4,4,120.0,3,4,0,0,3,3,4,8
20007391020,0,3,80.0,3,4,0,0,3,3,4,7
20007391023,4,4,120.0,3,4,1,0,3,3,4,8
20007391108,4,4,120.0,3,4,0,0,3,3,4,8
20007391110,4,4,150.0,3,4,1,0,3,3,4,7
20007391116,0,3,110.0,3,4,1,0,3,3,4,6
20007391117,4,3,100.0,3,4,1,0,3,3,4,8
20007391120,4,4,100.0,3,4,1,0,3,3,4,7
20007391123,4,4,120.0,3,4,0,0,3,3,4,6
20007391208,4,3,100.0,3,4,1,0,3,3,4,6
20007391211,4,4,110.0,3,4,0,0,3,3,4,8
20007391215,4,3,112.0,3,4,1,0,3,3,4,7
20007391217,4,3,80.0,3,7,0,0,3,3,4,5
20007391220,4,3,80.0,3,4,0,0,3,3,4,7
20007391223,4,3,80.0,3,4,0,0,3,3,4,6
20007391309,4,3,85.0,3,3,0,0,3,3,4,5
20007391312,4,3,80.0,3,7,0,0,3,3,4,7
20007391317,4,3,90.0,3,4,0,0,3,3,4,7
20007391318,4,3,70.0,3,4,1,1,3,3,4,9
20007391320,4,3,100.0,3,4,1,0,3,3,4,8
20007391323,4,4,110.0,3,1,1,1,3,3,4,7
20007391407,0,2,50.0,3,4,0,0,3,3,4,3
20007391408,5,3,100.0,3,4,0,0,3,3,4,4
20007391414,4,4,100.0,3,4,0,0,3,3,4,6
20007391415,0,4,90.0,3,4,1,0,3,3,4,6
20007391420,0,4,120.0,3,4,0,0,3,3,4,5
20007391423,4,3,100.0,3,4,0,0,3,3,4,6
20007391508,4,2,45.0,3,7,0,0,3,3,4,5
20007391511,4,3,100.0,3,4,0,1,3,3,4,7
20007391514,4,3,75.0,3,4,0,0,3,3,4,5
20007391515,4,3,70.0,3,4,1,0,3,3,4,8
20007391520,4,4,50.0,3,3,0,0,3,3,4,7
20007391523,4,4,80.0,3,4,0,1,2,2,3,7
20007391608,4,3,60.0,3,4,0,0,3,3,4,7
20007391611,4,3,60.0,3,4,0,0,3,3,4,3
20007391614,4,4,120.0,3,4,1,0,3,3,4,6
20007391616,4,3,60.0,3,4,1,1,3,3,4,8
20007391620,4,2,60.0,1,4,0,0,3,3,4,3
20007391623,0,3,65.0,3,7,0,0,3,3,4,5
20007391708,0,2,15.0,3,7,0,0,3,3,4,5
20007391711,4,2,40.0,3,3,0,0,3,3,4,3
20007391714,4,3,45.0,3,4,0,0,3,3,4,8
20007391717,4,3,72.0,3,4,0,0,3,3,4,8
20007391720,4,3,60.0,3,4,1,1,3,3,4,7
20007391723,4,3,80.0,3,1,0,0,3,3,4,3
20007391808,4,3,80.0,3,1,0,0,3,3,4,5
20007391811,4,4,90.0,3,7,0,0,3,3,4,6
20007391814,4,2,45.0,3,7,0,0,3,3,4,3
20007391817,4,4,100.0,3,3,1,0,3,3,4,6
20007391820,4,3,60.0,3,4,1,0,3,3,4,7
20007391823,0,3,60.0,3,4,0,0,3,3,4,7
20007391908,0,3,60.0,3,7,1,0,3,3,4,6
