Address,member,ISCO_w,ISIC_w,hours_w,days_w,income_w_m,income_w_y,netincome_w_m,netincome_w_y,Fasl,year
20313422711,1,7211,29300,8.0,6.0,12000000,154000000,11440000,147280000,1,98
20315427517,1,2263,86201,8.0,6.0,30000000,370000000,27300000,337600000,1,98
20320425123,3,5120,56100,8.0,7.0,15000000,180000000,15000000,180000000,1,98
20320425123,3,8321,56100,6.0,6.0,0,30000000,0,30000000,1,98
20320425123,4,7517,10711,5.0,7.0,7500000,22500000,7500000,22500000,1,98
20307420320,2,7318,13931,4.0,4.0,1875000,3750000,1875000,3750000,1,98
20322425911,1,9314,41000,8.0,4.0,0,50000000,0,50000000,1,98
20322425911,4,9314,41000,10.0,4.0,10000000,120000000,10000000,120000000,1,98
20322425911,5,7514,10302,8.0,6.0,0,2000000,0,2000000,1,98
20322425917,3,8160,10730,10.0,6.0,20000000,260000000,19066667,248800004,1,98
20320424714,1,7123,43300,8.0,5.0,18000000,140000000,18000000,140000000,1,98
20320424720,1,9214,1210,8.0,2.0,2000000,20000000,2000000,20000000,1,98
20320424717,1,7123,43300,8.0,5.0,9000000,9000000,9000000,9000000,1,98
20411436614,1,9314,41000,10.0,7.0,15000000,180000000,15000000,180000000,1,98
20411436608,3,9314,41000,10.0,5.0,12000000,84000000,12000000,84000000,1,98
20408434214,1,9211,1610,10.0,7.0,18000000,216000000,18000000,216000000,1,98
20410435808,1,9314,43300,10.0,7.0,12000000,108000000,12000000,108000000,1,98
20410435823,1,9211,1610,10.0,5.0,12000000,96000000,12000000,96000000,1,98
20410435823,3,7115,16220,10.0,6.0,9000000,108000000,9000000,108000000,1,98
20412437014,1,9212,1440,10.0,7.0,18000000,150000000,18000000,150000000,1,98
20412437008,1,9211,1610,10.0,7.0,15000000,225000000,15000000,225000000,1,98
20416438620,1,8332,42100,10.0,6.0,20000000,180000000,20000000,180000000,1,98
20406432620,1,5153,80100,10.0,7.0,17000000,144000000,17000000,122000000,1,98
20406432620,3,9329,42100,10.0,6.0,14000000,90000000,14000000,90000000,1,98
20406432608,3,2341,85102,4.0,6.0,23000000,276000000,23000000,276000000,1,98
20403430214,1,9211,1610,8.0,4.0,10000000,120000000,10000000,120000000,1,98
20403430211,1,9211,1610,4.0,4.0,5000000,60000000,5000000,60000000,1,98
20403430215,1,9211,1610,8.0,5.0,10000000,120000000,10000000,120000000,1,98
20403430208,3,9614,84110,8.0,6.0,18000000,144000000,16000000,144000000,1,98
20406432614,3,2269,86201,8.0,6.0,11000000,80000000,11000000,80000000,1,98
20403430220,1,9211,1610,10.0,5.0,10000000,120000000,10000000,120000000,1,98
20403430220,3,9211,1610,10.0,5.0,10000000,120000000,10000000,120000000,1,98
20403430220,4,9211,1610,10.0,5.0,10000000,120000000,10000000,120000000,1,98
20407433011,1,9314,41000,8.0,6.0,15000000,180000000,15000000,180000000,1,98
20407433023,1,9314,41000,8.0,3.0,12000000,140000000,12000000,140000000,1,98
20401429408,3,6111,1610,8.0,5.0,14000000,98000000,14000000,98000000,1,98
20401429417,1,5153,85300,8.0,7.0,34000000,418000000,34000000,418000000,1,98
20401429414,1,8342,49230,8.0,6.0,20000000,240000000,20000000,240000000,1,98
20401429414,5,8342,49230,8.0,6.0,15000000,180000000,15000000,180000000,1,98
20407433417,3,9314,41000,8.0,6.0,16900000,200000000,16900000,200000000,1,98
20407433417,4,2411,69200,7.0,6.0,28000000,330000000,25200000,297000000,1,98
20407433423,1,8332,49230,6.0,6.0,30000000,350000000,27000000,315000000,1,98
20407433411,1,9314,41000,8.0,6.0,16250000,190000000,16250000,190000000,1,98
20407433420,1,7123,43300,8.0,5.0,32000000,360000000,32000000,360000000,1,98
20401428614,1,9314,41000,8.0,4.0,16800000,201600000,16800000,201600000,1,98
20401428608,3,9314,41000,8.0,5.0,16000000,192000000,16000000,192000000,1,98
20405432207,1,7517,10711,8.0,6.0,10000000,120000000,10000000,120000000,1,98
20408433820,4,9211,1610,10.0,6.0,10000000,120000000,10000000,120000000,1,98
