Address,member,subsidy_number,subsidy_month,subsidy,Fasl,year
10104014835,2,3.0,12.0,16380000,1,1401
10104014822,1,1.0,12.0,1610000,1,1401
10104014822,2,1.0,12.0,5460000,1,1401
10104014832,1,1.0,12.0,1610000,1,1401
10104014832,2,3.0,12.0,16380000,1,1401
10104014829,1,1.0,12.0,1610000,1,1401
10104014829,2,2.0,12.0,10920000,1,1401
10105015222,1,1.0,12.0,1260000,1,1401
10105015222,2,3.0,12.0,16380000,1,1401
10108020021,1,1.0,12.0,1260000,1,1401
10105017620,1,1.0,12.0,1260000,1,1401
10114024835,1,3.0,12.0,16380000,1,1401
10116026029,1,1.0,12.0,1260000,1,1401
10116026029,2,3.0,12.0,16380000,1,1401
10116026026,1,1.0,12.0,1260000,1,1401
10116026026,2,1.0,12.0,5460000,1,1401
10116026022,1,1.0,12.0,1260000,1,1401
10116026022,2,2.0,12.0,10920000,1,1401
10116026032,1,2.0,12.0,10920000,1,1401
10116026035,1,1.0,12.0,1260000,1,1401
10116026035,2,2.0,12.0,10920000,1,1401
10108020023,1,1.0,12.0,1260000,1,1401
10108020023,2,2.0,12.0,10920000,1,1401
10103012832,1,1.0,12.0,5460000,1,1401
10103012832,1,1.0,10.0,4550000,1,1401
10103012832,2,1.0,2.0,910000,1,1401
10105017630,1,1.0,12.0,1260000,1,1401
10105017630,2,2.0,12.0,10920000,1,1401
10105017635,1,3.0,12.0,16380000,1,1401
10111022435,1,1.0,12.0,1260000,1,1401
10111022435,2,1.0,12.0,5460000,1,1401
10105017632,1,1.0,12.0,1260000,1,1401
10105017632,2,3.0,12.0,16380000,1,1401
10105017629,1,1.0,12.0,1260000,1,1401
10105017629,2,1.0,12.0,5460000,1,1401
10103012830,1,1.0,12.0,1260000,1,1401
10103012830,2,2.0,12.0,10920000,1,1401
10114024820,1,1.0,12.0,1260000,1,1401
10114024820,2,3.0,12.0,16380000,1,1401
10114024819,1,1.0,12.0,1260000,1,1401
10114024819,2,3.0,12.0,16380000,1,1401
10114024826,1,1.0,12.0,1260000,1,1401
10114024826,2,3.0,12.0,16380000,1,1401
10114024827,1,1.0,12.0,1260000,1,1401
10114024827,2,4.0,12.0,21840000,1,1401
10105015235,1,1.0,12.0,1260000,1,1401
